競馬場	開催年	開催日	レース番号	芝ダ区分	距離	馬番	馬名	単勝オッズ	人気順	確定着順	予測順位	予測スコア	複勝1着馬番	複勝1着オッズ	複勝1着人気	複勝2着馬番	複勝2着オッズ	複勝2着人気	複勝3着馬番	複勝3着オッズ	複勝3着人気	馬連馬番1	馬連馬番2	馬連オッズ	ワイド1_2馬番1	ワイド1_2馬番2	ワイド2_3着馬番1	ワイド2_3着馬番2	ワイド1_3着馬番1	ワイド1_3着馬番2	ワイド1_2オッズ	ワイド2_3オッズ	ワイド1_3オッズ	馬単馬番1	馬単馬番2	馬単オッズ	３連複オッズ
東京	2023	129	11	ダート	1400	4	セキフウ　　　　　　　　　　　　　　	27.2	7	13	3	0.5040638728329785	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	5	アドマイヤルプス　　　　　　　　　　	62.2	9	11	7	0.5009110993759343	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	6	ギルデッドミラー　　　　　　　　　　	5.1	2	2	12	0.4981600288035681	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	7	レディバグ　　　　　　　　　　　　　	191.3	15	10	12	0.4981600288035681	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	8	テイエムサウスダン　　　　　　　　　	7.9	3	14	10	0.49939488393918224	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	9	ベルダーイメル　　　　　　　　　　　	190.8	14	7	10	0.49939488393918224	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	10	タガノビューティー　　　　　　　　　	23.4	6	4	7	0.5009110993759343	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	11	ジャスパープリンス　　　　　　　　　	347.5	16	9	15	0.4921070028095963	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	12	デンコウリジエール　　　　　　　　　	166.7	13	8	4	0.502696601137992	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	13	レモンポップ　　　　　　　　　　　　	1.6	1	1	1	0.5044607033931116	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	14	バトルクライ　　　　　　　　　　　　	12.8	4	3	2	0.5044417628995812	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	15	エアアルマス　　　　　　　　　　　　	87.3	11	5	14	0.49480137536556895	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	129	11	ダート	1400	16	ケンシンコウ　　　　　　　　　　　　	86.7	10	6	9	0.49951999379648204	13	1.1	1	6	1.4	2	14	2.0	4	6	13	3.9	6	13	13	14	6	14	2.0	3.5	7.3	13	6	5.3	10.7
東京	2023	204	8	ダート	1600	1	オリエンタルキング　　　　　　　　　	202.3	13	13	10	0.49431270850652986	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	2	コウキ　　　　　　　　　　　　　　　	88.0	11	14	15	0.4905511134825806	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	3	サイモンルグラン　　　　　　　　　　	218.0	14	7	13	0.4910745759206569	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	4	エスティメート　　　　　　　　　　　	53.1	9	11	1	0.5045368401865451	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	5	カフェカルマ　　　　　　　　　　　　	2.7	1	10	4	0.5019630057444062	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	6	ラブロッソー　　　　　　　　　　　　	275.7	16	12	14	0.49062019351146546	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
東京	2023	204	8	ダート	1600	7	ミヤビクライ　　　　　　　　　　　　	13.8	5	5	8	0.495415833068199	14	2.4	3	10	4.4	8	13	2.7	4	10	14	58.2	10	14	13	14	10	13	19.0	10.3	22.1	14	10	86.5	153.9
